ID,CaseTitle,InitiationYear,ResolutionYear,RespondentState,ClaimantCountry,ClaimantName,PAULSSON,ArbitrationRules,LegalInstrument,OutcomeStatus,amountSought,amountSought_original,amountAwarded,amountAwarded_original,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator2Claimant,Arbitrator3,Arbitrator3Respondent,description,italaw
UNC469,Vattenfall AB and others v. Federal Germany (ICSID Case No. ARB/12/12) (II),2012,,Germany,Sweden,Vattenfall AB and others,Nuclear power plant,ICSID,Energy Charter Treaty,Pending,5155535423,5000000000,Not applicable,,Albert Jan VAN DEN BERG,yes,Vaughan LOWE,yes,Charles N. BROWER,yes,Vattenfall claims compensation in response to the closure of the nuclear power plants Krümmel and Brunsbüttel,
UNC509,Eli Lilly and Company v. Canada (ICSID Case No. UNCT/14/2),2013,,Canada,USA,Eli Lilly and Company,Pharmaceutical patents,UNCITRAL,NAFTA,Pending,,,Not applicable,,Albert Jan VAN DEN BERG,yes,Daniel BETHLEHEM,yes,Gary B. BORN,yes,,
UNC578,Krederi Ltd. v. Ukraine (ICSID Case No. ARB/14/17),2014,,Ukraine,United Kingdom,Krederi Ltd.,Real estate and land development,ICSID,Ukraine-United Kingdom BIT,Pending,,,Not applicable,,Albert Jan VAN DEN BERG,yes,Markus WIRTH,yes,Gavan GRIFFITH,yes,,
UNC538,RREEF Infrastructure (G.P.) Limited and RREEF Pan-European Infrastructure Two Lux S.à r.l. v. Kingdom of Spain (ICSID Case No. ARB/13/30),2013,,Spain,Luxembourg/United Kingdom,RREEF Infrastructure (G.P.) Limited and RREEF Pan-European Infrastructure Two Lux S.à r.l.,Renewable energy generation enterprise,ICSID,Energy Charter Treaty,Pending,unknown,,Not applicable,,Alain PELLET,yes,Robert VOLTERRA,yes,Pedro NIKKEN,yes,Claim arising in response to reform of renewable energy policy,
UNC001,Asian Agricultural Products Ltd. (AAPL) v. Sri Lanka (ICSID Case No. ARB/87/3),1987,1990,Sri Lanka,United Kingdom,Asian Agricultural Products Ltd. (AAPL),Shrimp farming joint venture,ICSID,Sri Lanka-United Kingdom BIT,In favour of the investor,,,1104888.75,610000,Ahmed Sadek EL-KOSHERI,yes,Samuel K.B. ASANTE,yes,Berthold GOLDMAN,yes,,
UNC080,SGS Société Générale de Surveillance S.A. v. the Philippines (ICSID Case No. ARB/02/6),2002,2008,Philippines,Switzerland,SGS Société Générale de Surveillance S.A.,Service agreement,ICSID,Philippines-Switzerland BIT,Settled,203991994.7,155000000,unknown,,Ahmed Sadek EL-KOSHERI,yes,Antonio CRIVELLARO,yes,James R. CRAWFORD,yes,"The Swiss firm SGS alleged that the Philippines breached SGS’s contract to provide port inspection services, and in so doing violated the Swiss–Philippines BIT. In January 2004 the tribunal agreed with the claimant that arbitrators have the power to redress contract breaches under an investment treaty’s “umbrella clause.” However, it dismissed the expropriation claim on the merits, stayed the arbitration at the respondents’ request, and held that the matter had to be referred back to the national courts of the Philippines. In 2007 the stay was lifted. Subsequently, the parties reached a settlement agreement under which most of SGS’s unpaid invoices were paid.",
UNC112,Miminco LLC and others v. Democratic the Congo (ICSID Case No. ARB/03/14),2003,2007,DR Congo,USA,Miminco LLC and others,mining,ICSID,"Congo, Democratic Republic of-United States BIT",Settled,unknown,,unknown,,Ahmed El-Kosheri,yes,Marc LALONDE,yes,Catherine Kessedjian,yes,,http://www.italaw.com/cases/3586
UNC460,Veolia Propreté v. Arab Egypt (ICSID Case No. ARB/12/15),2012,,Egypt,France,Veolia Propreté,Waste management services,ICSID,Egypt-France BIT,Pending,113421779.3,110000000,Not applicable,,Abdulqawi Ahmed YUSUF,yes,Klaus SACHS,yes,Zachary DOUGLAS,yes,,
UNC411,Mohamed Abdulmohsen Al-Kharafi & Sons Co. v. Libya and others,2011,2013,Libya,Kuwait,Mohamed Abdulmohsen Al-Kharafi & Sons Co.,tourism,CRCICA,Unified Agreement for the Investment of Arab Capital in the Arab States,In favour of the investor,,,951183677.7,936000000,Abdel Hamid El-Ahdab,yes,Ibrahim Fawzi,yes,Mohamed El-Kamoudi El-Hafi,yes,,http://www.italaw.com/cases/2185
UNC508,Stans Energy Corp. v. Kyrgyz Republic,2013,2013,Kyrgyzstan,Canada,Stans Energy Corp.,mining,MCCI,CIS Investor Rights Convention (1997),In favour of the investor,118897959.7,117000000,119914181.6,118000000,,,,,,,,
UNC546,Lee John Beck and Central Asian Development Corporation v. Kyrgyz Republic,2013,,Kyrgyzstan,Korea,Lee John Beck and Central Asian Development Corporation,,MCCI,CIS Convention on Protection of Investor Rights (1997),In favour of the investor,unknown,,23373103.19,23000000,,,,,,,,http://www.italaw.com/cases/2637
UNC545,OKKV (OKKB) and others v. Kyrgyz Republic,2013,,Kyrgyzstan,Kazakhstan,OKKV (OKKB) and others,,MCCI,CIS Convention on Protection of Investor Rights (1997),In favour of the investor,unknown,,22356881.31,22000000,,,,,,,,http://www.italaw.com/cases/2640
UNC009,"Biedermann International, Inc. v. The Kazakhstan and The Association for Social and Economic Development of Western Kazakhstan ""Intercaspian"" (SCC Case No. 97/1996)",1996,1999,Kazakhstan,USA,"Biedermann International, Inc.",oil concession,SCC,Kazakhstan-United States BIT,In favour of the investor,,,12646761.1,8900000,,,,,,,,
UNC020,"S.D. Myers, Inc. v. Government of Canada",1998,2002,Canada,USA,"S.D. Myers, Inc.",PCB waste,UNCITRAL,NAFTA,In favour of the investor,,,10910281.52,8290000,,,,,,,,
UNC007,France Telecom v. Poland,1996,,Poland,France,France Telecom,minority shareholding in Polish cellular phone company,UNCITRAL,France-Poland BIT,Settled,,,unknown,,,,,,,,,Not found
UNC008,Ameritech v. Poland,1996,,Poland,USA,Ameritech,minority shareholding in Polish cellular phone company,UNCITRAL,Poland-United States BIT,Settled,,,unknown,,,,,,,,"During the 1990’s, Ameritech (now SBC Communications) provided analogue cellular telephone service through a joint-venture with Poland's state-owned telephone company. Ameritech filed for arbitration against the Polish Government under the UNCITRAL rules in 1996, alleging that the Polish authorities had violated contractual undertakings and provisions of the U.S.-Poland bilateral investment treaty when Poland declined to award a digital GSM cellular licence to Ameritech and instead put the licence out for tender. Ameritech disposed of its stake in the Polish joint-venture in December of 1996 and settled its arbitration claim with Poland around the same time. Terms were never made public.",Not found
UNC010,Saar Papier Vertriebs GmbH v. Poland (II),1996,2001,Poland,Germany,Saar Papier Vertriebs GmbH,waste paper enterprise,UNCITRAL,Germany-Poland BIT,In favour of the State,,,Not applicable,,,,,,,,"Following on the heels of its successful claim, Saar Papier launched a second investment arbitration seeking further damages for a subsequent time period during which Poland continued to block Saar Papier's operations. However, sources familiar with the case indicate that the second arbitration tribunal ruled in favor of the Polish Government in June of 2001 - a fact confirmed by the Polish Treasury Ministry.",http://www.italaw.com/documents/investment_investsd_jan5_2004_000.pdf
UNC021,Lutz Ingo Schaper v. Poland,1998,,Poland,Germany,Lutz Ingo Schaper,waste paper enterprise,UNCITRAL,Germany-Poland BIT,Data not available,4357104.29,3000000,unknown,,,,,,,,,http://www.italaw.com/documents/investment_investsd_jan5_2004_000.pdf
UNC038,Mobil Argentina S.A. v. Argentine Republic (ICSID Case No. ARB/99/1),1999,1999,Argentina,USA,Mobil Argentina S.A.,Petroleum exploration and production venture,ICSID,Argentina-United States BIT,Discontinued (for unknown reasons or reasons other than settlement),,,,,,,,,,,,Not found
UNC046,Ashok Sancheti v. Germany,2000,,Germany,India,Ashok Sancheti,unknown,Data not available,Germany-India BIT,Settled,,,unknown,,,,,,,,,Not found
UNC048,Eastern Company v. Lebanon,2000,2002,Lebanon,Egypt,Eastern Company,unknown,CRCICA,Egypt-Lebanon BIT,Data not available,,,unknown,,,,,,,,,
UNC064,"Impregilo, S.p.A and Rizzani De Eccher S.p.A. v. United Arab Emirates (ICSID Case No. ARB/01/1)",2001,,United Arab Emirates,Italy,"Impregilo, S.p.A and Rizzani De Eccher S.p.A.",construction of a mosque,ICSID,Italy-United Arab Emirates BIT,Discontinued (for unknown reasons or reasons other than settlement),,,Not applicable,,,,,,,,,
UNC089,Kenex Ltd. v. USA,2002,2004,USA,Canada,Kenex Ltd.,hemp production,UNCITRAL,NAFTA,Discontinued (for unknown reasons or reasons other than settlement),26321547.7,20000000,unknown,,,,,,,,,
UNC090,Robert J. Frank v. United Mexican States,2002,2002,Mexico,USA,Robert J. Frank,vacation property,UNCITRAL,NAFTA,Discontinued (for unknown reasons or reasons other than settlement),,,unknown,,,,,,,,,Not found
UNC091,Impregilo S.p.A. v. Islamic Pakistan (ICSID Case No. ARB/02/2) (I),2002,2002,Pakistan,Italy,Impregilo S.p.A.,Construction project,ICSID,Italy-Pakistan BIT,Discontinued (for unknown reasons or reasons other than settlement),,,,,,,,,,,,Not found
UNC123,Ed. Züblin AG v. Kingdom of Saudi Arabia (ICSID Case No. ARB/03/01),2003,,Saudi Arabia,Germany,Ed. Züblin AG,construction of university facilities,ICSID,Germany-Saudi Arabia BIT,Settled,,,unknown,,,,,,,,,
UNC136,The Channel Tunnel Group Limited and France-Manche S.A. v. United Kingdom and France,2003,2007,France/United Kingdom,France/United Kingdom,The Channel Tunnel Group Limited and France-Manche S.A.,tunnel construction and operation,Ad hoc,Treaty of Canterbury,Settled,1286888454,1000000000,unknown,,,,,,,,"Eurotunnel claims that France and the U.K. are violating their obligations under the 1986 Treaty of Canterbury and the concession agreement for operating the Channel Tunnel. Among other things, Eurotunnel is unhappy with competing French ferry service, and with the location of a refugee camp for British asylum-seekers near the tunnel’s mouth in Calais.",
UNC138,Mr. Nedjeljko Ulemek v. Croatia,2004,2008,Croatia,Canada,Mr. Nedjeljko Ulemek,DU,UNCITRAL,Canada-Croatia BIT,In favour of the State,3258409.74,2600000,Not applicable,,,,,,,,,http://www.italaw.com/cases/1130
UNC142,Erste Bank Der Oesterreichischen Sparkassen AG v. India,2004,2005,India,Austria,Erste Bank Der Oesterreichischen Sparkassen AG,power plant,UNCITRAL,Austria-India BIT,Settled,,,unknown,,,,,,,,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",
UNC143,Terminal Forest Products Ltd. v. USA,2004,2005,USA,Canada,Terminal Forest Products Ltd.,,UNCITRAL,NAFTA,Settled,112791106.4,90000000,unknown,,,,,,,,,http://www.italaw.com/cases/200
UNC144,Tembec Inc. et al. v. USA,2004,2005,USA,Canada,Tembec Inc. et al.,,UNCITRAL,NAFTA,Settled,250646903.1,200000000,unknown,,,,,,,,,http://www.italaw.com/cases/200
UNC148,BNP Paribas v. India,2004,2005,India,France,BNP Paribas,power plant,UNCITRAL,France-India BIT,Settled,,,unknown,,,,,,,,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",
UNC149,Credit Lyonnais S.A. (now Calyon S.A.) v. India,2004,2005,India,France,Credit Lyonnais S.A. (now Calyon S.A.),power plant,UNCITRAL,France-India BIT,Settled,,,unknown,,,,,,,,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",
UNC151,Credit Suisse First Boston v. India,2004,2005,India,Switzerland,Credit Suisse First Boston,power plant,UNCITRAL,India-Switzerland BIT,Settled,,,unknown,,,,,,,,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",
UNC152,ANZEF Ltd. v. India,2004,2005,India,United Kingdom,ANZEF Ltd.,power plant,UNCITRAL,India-United Kingdom BIT,Settled,,,unknown,,,,,,,,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",
UNC153,Standard Chartered Bank v. India,2004,2005,India,United Kingdom,Standard Chartered Bank,power plant,UNCITRAL,India-United Kingdom BIT,Settled,,,unknown,,,,,,,,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",
UNC164,"Contractual Obligation Productions, LLC, Charles Robert Underwood & Carl Paolino v. Government of Canada",2004,,Canada,USA,"Contractual Obligation Productions, LLC, Charles Robert Underwood & Carl Paolino",,UNCITRAL,NAFTA,Discontinued (for unknown reasons or reasons other than settlement),,,unknown,,,,,,,,,
UNC190,"Iurii Bogdanov, Agurdino-Invest Ltd. and Agurdino-Chimia JSC v. Moldova (II)",2005,,Moldova,Russia,"Iurii Bogdanov, Agurdino-Invest Ltd. and Agurdino-Chimia JSC",paint factory,SCC,Moldova-Russia BIT,In favour of the State,,,Not applicable,,,,,,,,,Not found
UNC218,Pren Nreka v. Czech Republic,2005,,Czech Republic,Croatia,Pren Nreka,rental property,UNCITRAL,Croatia-Czech Republic BIT,In favour of the investor,,,unknown,,,,,,,,,http://www.italaw.com/cases/756 http://www.iareporter.com.ezproxy.library.uvic.ca/articles/20091001_17
UNC233,GL Farms LLC and Carl Adams v. Government of Canada,2006,2006,Canada,USA,GL Farms LLC and Carl Adams,milk export,UNCITRAL,NAFTA,Discontinued (for unknown reasons or reasons other than settlement),91594285.71,78000000,unknown,,,,,,,,,
UNC270,Kaliningrad Region v. Lithuania,2007,2010,Lithuania,Russia,Kaliningrad Region,,ICC,Lithuania-Russia BIT,In favour of the State,,,Not applicable,,,,,,,,,http://www.italaw.com/cases/593
UNC288,Compagnie International de Maintenance (CIM) v. Ethiopia,2007,2009,Ethiopia,France,Compagnie International de Maintenance (CIM),,UNCITRAL,France-Ethiopia BIT,In favour of the State,,,Not applicable,,,,,,,,,http://www.italaw.com/cases/1177
UNC292,"iZee Enterprises LLC, Lazer-2 Tbilisi Ltd., and Cafe Rustaveli Ltd. v. Georgia",2008,2012,Georgia,USA,"iZee Enterprises LLC, Lazer-2 Tbilisi Ltd., and Cafe Rustaveli Ltd.",,UNCITRAL,US-Georgia BIT,Settled,,,unknown,,,,,,,,,http://www.italaw.com/cases/1581
UNC332,GEM Equity Management AG v. Kazakhstan,2009,,Kazakhstan,Austria,GEM Equity Management AG,,UNCITRAL,Austria-Kazakhstan BIT,Pending,,,Not applicable,,,,,,,,,
UNC333,Globalnet - Únete Telecomunicaciones S.A. and Clay Pacific S.R.L. v. The Ecuador,2009,,Ecuador,Bolivia,Globalnet - Únete Telecomunicaciones S.A. and Clay Pacific S.R.L.,Telecommunications,UNCITRAL,Bolivia-Ecuador BIT,Pending,,,Not applicable,,,,,,,,,
UNC346,Dow AgroSciences LLC v. Government of Canada,2009,2011,Canada,USA,Dow AgroSciences LLC,"agriculture, forestry and fishing",UNCITRAL,NAFTA,Settled,2206947.99,2000000,unknown,,,,,,,,,http://www.italaw.com/cases/3407
UNC349,CANACAR v. The USA,2009,,USA,Mexico,CANACAR,transportation and storage,UNCITRAL,NAFTA,Pending,33104219785,30000000000,Not applicable,,,,,,,,,http://www.italaw.com/cases/3443
UNC367,Cesare Galdabini SpA v. Russia,2009,2011,Russia,Italy,Cesare Galdabini SpA,,UNCITRAL,Italy-Russia BIT,In favour of the State,,,Not applicable,,,,,,,,,http://www.italaw.com/cases/236
UNC371,"Oiltanking GmbH, Graña Montero S.A. and Graña Montero S.A.A. v. Bolivia",2010,,Bolivia,Germany/Peru,"Oiltanking GmbH, Graña Montero S.A. and Graña Montero S.A.A.",,UNCITRAL,Bolivia-Germany BIT; Bolivia-Peru BIT,Settled,,,unknown,,,,,,,,,
UNC374,William Jay Greiner and Malbaie River Outfitters Inc. v. Government of Canada,2010,,Canada,USA,William Jay Greiner and Malbaie River Outfitters Inc.,fishing,UNCITRAL,NAFTA,Discontinued (for unknown reasons or reasons other than settlement),5428330.34,5000000,Not applicable,,,,,,,,,
UNC403,Ascom S.A v. Kazahkstan,2010,,Kazakhstan,British Virgin Islands,Ascom S.A,Oil fields,SCC,Energy Charter Treaty,Pending,,,Not applicable,,,,,,,,,
UNC408,Zamora Gold Corporation v. Ecuador,2011,,Ecuador,Canada,Zamora Gold Corporation,Gold mining,UNCITRAL,Canada-Ecuador BIT,Pending,,,Not applicable,,,,,,,,,
UNC430,Ekran Berhad v. China (ICSID Case No. ARB/11/15),2011,2013,China,Malaysia,Ekran Berhad,Arts and culture facilities,ICSID,China-Malaysia BIT; China-Israel BIT,Settled,,,unknown,,,,,,,,,
UNC432,Accession Eastern Europe Capital AB and Mezzanine Management Sweden AB v. Bulgaria (ICSID Case No. ARB/11/3),2011,2012,Bulgaria,Sweden,Accession Eastern Europe Capital AB and Mezzanine Management Sweden AB,Waste management services,ICSID,Bulgaria-Sweden BIT,Discontinued (for unknown reasons or reasons other than settlement),,,unknown,,,,,,,,Claims arising from the termination of the concession for waste collection and street cleaning by the municipality of Sofia,
