ID,CaseTitle,InitiationYear,ResolutionYear,RespondentState,ClaimantCountry,ClaimantName,InvestmentType,ArbitrationRules,LegalInstrument,OutcomeStatus,amountSought,amountSought_cur,amountAwarded,amountAwarded_cur,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator2Claimant,Arbitrator3,Arbitrator3Respondent,description,italaw
UNC492,"Repsol, S.A. and Repsol Butano, S.A. v. Argentine Republic (ICSID Case No. ARB/12/38)",2012,2014,Argentina,Spain,"Repsol, S.A. and Repsol Butano, S.A.",Oil production enterprise,ICSID,Argentina-Spain BIT,Settled,10500000000,unknownValue,DU,DU,Claus VON WOBESER,YES,Francisco ORREGO VICUÑA,YES,Brigitte STERN,YES,"In December 2012, Spain’s leading oil company filed an arbitration under the Spain-Argentina BIT over Argentina’s April 2012 nationalization of Repsol’s 51 percent stake in Argentina’s largest oil company, Yacimientos Petrolíferos Fiscales S.A., better-known as YPF, and of Repsol Butano’s 51 percent stake in YPF Gas. This was arguably the highest-profile direct expropriation in a decade. The respondent disputes Repsol’s claims.",unknownValue
UNC495,Orascom TMT Investments S.à r.l. v. Algeria (ICSID Case No. ARB/12/35),2012,unknownValue,Algeria,Luxembourg,Orascom TMT Investments S.à r.l.,Telecommunications enterprise,ICSID,Algeria-Belgium/Luxembourg BIT,Pending,5000000000,unknownValue,NA,NA,Gabrielle KAUFMANN-KOHLER,YES,Brigitte STERN,YES,Albert Jan VAN DEN BERG,YES,"In November 2012, a Luxembourg-based affiliate of Egyptian mobile phone operator Orascom Telecom Holding S.A.E. filed a Request for Arbitration under the Algeria-Belgium/Luxembourg investment treaty, based on taxation and customs measures taken by Algeria against Orascom’s Djezzy network, and the commencement of a formal nationalization process. Since filing, Weather Investment has renamed itself Orascom TMT Investments S.à.r.l. A related treaty claim has been filed by Orascom Telecom.",unknownValue
UNC494,Lao Holdings N.V. v. Lao People’s Democratic Republic (ICSID Case No. ARB(AF)/12/6),2012,unknownValue,Lao PDR,Netherlands,Lao Holdings N.V.,Gaming industry,ICSID AF,Lao PDR-Netherlands BIT,Pending,1000000000,USD,NA (settled),DU,Ian BINNIE,YES,Bernard HANOTIAU,YES,Brigitte STERN,YES,unknownValue,http://www.italaw.com/cases/2020
UNC497,Mr. Yosef Maiman and others v. Egypt,2012,unknownValue,Egypt,Poland,Mr. Yosef Maiman and others,gas,UNCITRAL,Egypt-Poland BIT,Pending,1000000000,unknownValue,NA,NA,Donald McRae,Yes,W. Michael Reisman,Yes,Christopher Thomas,Yes,"The second of the two treaty challenges brought by investors in East Mediterranean Gas Company to the 2011 termination of Egypt’s natural gas deal with Israel. The lead claimant in this dispute, Yosef Maiman, is the chair of East Mediterranean shareholder Ampal-American Israel Corporation. An Israeli businessman with Polish origins, Maiman brings a claim under the Egypt-Poland investment treaty. Other claimants invoke the Egypt-United Kingdom treaty. Egypt responds that this is a disguised contract arbitration, arising exclusively out of an agreement that was signed by none of the parties to the arbitration.",http://www.italaw.com/cases/2034
UNC496,MNSS B.V. and Recupero Credito Acciaio N.V v. Montenegro (ICSID Case No. ARB(AF)/12/8),2012,unknownValue,Montenegro,Netherlands,MNSS B.V. and Recupero Credito Acciaio N.V,Steel production,ICSID AF,Netherlands-Yugoslavia BIT,Pending,93000000,USD,NA,NA,Andrés RIGO SUREDA,YES,Emmanuel GAILLARD,YES,Brigitte STERN,YES,unknownValue,http://www.italaw.com/cases/2028
UNC143,Terminal Forest Products Ltd. v. USA,2004,2005,USA,Canada,Terminal Forest Products Ltd.,unknownValue,UNCITRAL,NAFTA,Settled,90000000,USD,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,http://www.italaw.com/cases/200
UNC142,Erste Bank Der Oesterreichischen Sparkassen AG v. India,2004,2005,India,Austria,Erste Bank Der Oesterreichischen Sparkassen AG,power plant,UNCITRAL,Austria-India BIT,Settled,unknownValue,unknownValue,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",unknownValue
UNC141,"Grand River Enterprises Six Nations, Ltd., et.al. v. USA",2004,2011,USA,Canada,"Grand River Enterprises Six Nations, Ltd., et.al.",tobacco,UNCITRAL,NAFTA,In favour of the State,340000000,unknownValue,NA,DU,Fali Nariman,yes,James Anaya,Yes,John Crook,Yes,"Canadians allege that the USA tobacco settlement sent their profits up in smoke. The claimants turned to NAFTA arbitration in 2003, following a so-called Master Settlement Agreement (MSA) reached among 46 USA states and four major tobacco companies. While the MSA ended various lawsuits against tobacco companies, the Canadian claimants say that it led to onerous new consequences for smaller operators in the tobacco sector. The USA government argues that several of the claimants lack cross-border investments, and are better described as cross-border traders—who would not have standing to sue the USA under the NAFTA investment chapter. Hearings are slated for later in 2009.",http://www.italaw.com/cases/510
UNC140,"Offshore Power Production C.V., Travamark Two B.V., EFS India-Energy B.V., Enron B.V., and Indian Power Investments B.V. v. India",2004,2005,India,Netherlands,"Offshore Power Production C.V., Travamark Two B.V., EFS India-Energy B.V., Enron B.V., and Indian Power Investments B.V.",power plant,UNCITRAL,India-Netherlands BIT,Settled,4000000000,USD,DU,DU,DU,Yes,Marc Lalonde,Data not available,Lord Cooke of Thorndon,Data not available,"A BIT dispute flowing from the massive but mothballed Dabhol power project, built in Mumbai by General Electric Company, Bechtel Group, Inc., and Enron Corp. GE and Bechtel purchased Enron’s stake in early 2003. After their contract arbitration bogged down in domestic court challenges by the Indian respondents, GE and Bechtel filed this BIT claim against India in the name of Enron’s Netherlands affiliates. The amount in dispute corresponds to Enron’s majority share of the project.",None
UNC147,Eastern Sugar B.V. v. The Czech Republic (SCC Case No. 088/2004),2004,2007,Czech Republic,Netherlands,Eastern Sugar B.V.,agricultural investment,UNCITRAL,Czech Republic-Netherlands BIT,In favour of the investor,113100000,USD,35000000,USD,Dr. Pierre A. Karrer,Yes,Robert Volterra,Yes,Pr. Emmanuel Gaillard,Yes,"27 March 2007, the ad hoc arbitral tribunal held that Eastern Sugar, a Dutch investor, was discriminated against when Czech officials reduced its domestic sugar production quotas as part of the Republic’s accession to the EU. This constituted a breach of the “fair and equitable treatment” provision imposed by the BIT. In reaching this conclusion, it did not allow the Czech Republic to rely on EU or domestic law to justify its breaches of the BIT.  The government argued that the arbitral tribunal did not have jurisdiction since their BIT with the Netherlands was no longer valid, had been superseded by EU Law and should ultimately be decided by the European Court of Justice.",http://www.italaw.com/cases/368
UNC146,OKO Pankki Oyj and others (formerly OKO Osuuspankkien Keskuspankki Oyj and others) v. Estonia (ICSID Case No. ARB/04/6),2004,2007,Estonia,Finland,OKO Pankki Oyj and others (formerly OKO Osuuspankkien Keskuspankki Oyj and others),Debt instruments,ICSID,Estonia-Germany BIT; Estonia-Finland BIT,In favour of the investor,unknownValue,unknownValue,17960000,USD,Otto L.O. DE WITT WIJNEN,YES,V.V. VEEDER,YES,L. Yves FORTIER,YES,Claim arising out of the alleged non-payment of a loan which had been made to a joint-venture Estonian company ,unknownValue
UNC145,Interbrew v. Slovenia (ICSID Case No. ARB/04/17),2004,2005,Slovenia,Netherlands,Interbrew,Brewery,ICSID,Netherlands-Slovenia BIT,Settled,111000000,USD,70700000,USD,Francisco ORREGO VICUÑA,YES,Charles N. BROWER,YES,Florentino P. FELICIANO,YES,"The Belgian brewer Interbrew (now part of InBev) failed in its bid to acquire Slovenia’s number two brewer, Pivovarna Union. It complains in a BIT action that its bid failed because a fund managing the State’s assets privately sold a block of shares to Pivovarna Lasko, Slovenia’s largest brewer.",None
UNC144,Tembec Inc. et al. v. USA,2004,2005,USA,Canada,Tembec Inc. et al.,unknownValue,UNCITRAL,NAFTA,Settled,200000000,USD,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,http://www.italaw.com/cases/200
UNC149,Credit Lyonnais S.A. (now Calyon S.A.) v. India,2004,2005,India,France,Credit Lyonnais S.A. (now Calyon S.A.),power plant,UNCITRAL,France-India BIT,Settled,unknownValue,unknownValue,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",unknownValue
UNC148,BNP Paribas v. India,2004,2005,India,France,BNP Paribas,power plant,UNCITRAL,France-India BIT,Settled,unknownValue,unknownValue,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,"One of the many disputes flowing from the massive but mothballed Dabhol power project in Mumbai. Seven of the foreign lenders to the project are suing India for violating the BITs it signed with each bank’s headquarters nation. In the banks’ view, political interference made it impossible for the Dabhol project sponsors to repay their loans. Together the claims are worth hundreds of millions of dollars.",unknownValue
UNC385,British Caribbean Bank Ltd. v. The Government of Belize (PCA Case No. 2010-18),2010,2014,Belize,United Kingdom,British Caribbean Bank Ltd.,media,UNCITRAL,Belize-United Kingdom BIT,In favour of the investor,45100000,USD,41700000,USD,Albert Jan van den Berg,YES,John Beechey,YES,Rodrigo Oreamuno Blanco,YES,unknownValue,http://www.italaw.com/cases/177
UNC384,Michael McKenzie v. Vietnam,2010,2013,Viet Nam,USA,Michael McKenzie,unknownValue,UNCITRAL,United States-Vietnam Trade Relations Agreement,In favour of the State,DU,unknownValue,NA,NA,Neil Kaplan,YES,John Gotanda,YES,Campbell McLachlan,YES,unknownValue,http://www.italaw.com/cases/2370
UNC387,Pan American Energy LLC v. Plurinational State of Bolivia (ICSID Case No. ARB/10/8),2010,2015,Bolivia,USA,Pan American Energy LLC,Exploration and exploitation of hydrocarbons,ICSID,Bolivia-United States BIT,Settled,1000000000,unknownValue,DU,DU,Bernardo M. CREMADES,YES,Francisco ORREGO VICUÑA,YES,Rodrigo OREAMUNO,YES,"Pan American opted for arbitration under the USA–Bolivia BIT after Bolivia nationalized a 51 percent stake in Pan American subsidiary Empresa Petrolera Chaco SA, a hydrocarbon exploration and production company. Pan American insists that Bolivia’s compensation offer does not reflect the full-market value of the assets, which Bolivia contests",unknownValue
UNC386,Dunkeld International Investment Limited v. The Government of Belize (PCA Case No. 2010-21) (II),2010,unknownValue,Belize,United Kingdom,Dunkeld International Investment Limited,unknownValue,UNCITRAL,Belize-United Kingdom BIT,Pending,DU,unknownValue,NA,NA,Albert Jan van den Berg,YES,John Beechey,YES,Rodrigo Oreamuno Blanco,YES,unknownValue,http://www.italaw.com/cases/362
UNC381,"Anatolie and Gabriel Stati, Ascom Group S.A., Terra Raf Trans Traiding Ltd v. Kazakhstan (SCC Case No. Case No. 116/2010)",2010,2013,Kazakhstan,Moldova/Romania/Gibraltar,"Anatolie and Gabriel Stati, Ascom Group S.A., Terra Raf Trans Traiding Ltd",Oil fields,SCC,Energy Charter Treaty,In favour of the investor,5000000000,unknownValue,508000000,USD,David Haigh,Yes,Sergei Lebedev,Yes,Karl-Heinz Böckstiegel,Yes,Oil field,http://www.italaw.com/cases/2358
UNC380,White Industries Australia Limited v. The India,2010,2011,India,Australia,White Industries Australia Limited,mining,UNCITRAL,Australia-India BIT,In favour of the investor,8110000,USD,8110000,USD,J. William Rowley,YES,Charles Brower,YES,Christopher Lau,YES,unknownValue,http://www.italaw.com/cases/1169
UNC383,AES Corporation and Tau Power B.V. v. Kazakhstan (ICSID Case No. ARB/10/16),2010,2013,Kazakhstan,USA/Netherlands,AES Corporation and Tau Power B.V.,Power facilities and trading companies,ICSID,Kazakhstan-US BIT; Energy Charter Treaty,Neither the investor nor the State (liability found but no damages awarded),1290000000,USD,nihil,USD,Pierre TERCIER,YES,Vaughan LOWE,YES,Klaus SACHS,YES,unknownValue,http://www.italaw.com/cases/2288
UNC382,Standard Chartered Bank v. United Tanzania (ICSID Case No. ARB/10/12),2010,2012,Tanzania,United Kingdom,Standard Chartered Bank,Power purchase agreement,ICSID,Tanzania-United Kingdom BIT,In favour of the State,263000000,unknownValue,NA,DU,William W. PARK,YES,Barton LEGUM,YES,Michael C. PRYLES,YES,unknownValue,unknownValue
UNC222,Vestey Group Ltd v. Venezuela (ICSID Case No. ARB/06/4),2006,unknownValue,Venezuela,United Kingdom,Vestey Group Ltd,Farming enterprise,ICSID,United Kingdom-Venezuela BIT,Pending,187000000,unknownValue,NA,NA,Gabrielle KAUFMANN-KOHLER,YES,Horacio A. GRIGERA NAÓN,YES,Pierre-Marie DUPUY,YES,unknownValue,unknownValue
UNC223,Sistem Mühendislik Inşaat Sanayi ve Ticaret A.Ş. v. Kyrgyz Republic (ICSID Case No. ARB(AF)/06/1),2006,2009,Kyrgyzstan,Turkey,Sistem Mühendislik Inşaat Sanayi ve Ticaret A.Ş.,Hotel operation project,ICSID AF,Kyrgyz Republic-Turkey BIT,In favour of the investor,unknownValue,unknownValue,10000000,USD,Vaughan LOWE,YES,Nabil ELARABY,YES,Paolo Michele PATOCCHI,YES,unknownValue,unknownValue
UNC220,Branimir Mensik v. Slovak Republic (ICSID Case No. ARB/06/9),2006,2008,Slovakia,Switzerland,Branimir Mensik,Mineral water spring project,ICSID,Czech Republic-Switzerland BIT,Discontinued (for unknown reasons or reasons other than settlement),unknownValue,unknownValue,"Tribunal issued an order for the discontinuance of the proceeding on 9 December 2008, for lack of payment of advances, pursuant to Regulation 14(3)(d) of the ICSID Administrative and Financial Regulations",unknownValue,W. Michael REISMAN,YES,Karl-Heinz BÖCKSTIEGEL,YES,Bohuslav KLEIN,YES,unknownValue,unknownValue
UNC221,Oxus Gold v. Kyrgyz Republic,2006,2008,Kyrgyzstan,United Kingdom,Oxus Gold,Gold mining,UNCITRAL,Kyrgyz Republic-United Kingdom BIT,Settled,630000000,unknownValue,DU,DU,Francisco Orrego Vicuña,Yes,Charles Brower,Yes,Pierre-Marie Dupuy,Yes,"United Kingdom gold company Oxus opted for arbitration in 2006, complaining that government officials illegally revoked an operating permit for the Jerooy gold project. Government officials countered that Oxus was not living up to the terms of its contract. The case settled in mid-2008, some months after an unpublished jurisdictional ruling paved the way for arbitrators to examine the merits of Oxus’s claim.",Not found
UNC226,Rail World LLC and others v. Estonia (ICSID Case No. ARB/06/6),2006,2007,Estonia,Netherlands/USA,Rail World LLC and others,Railroad enterprise,ICSID,Estonia-Netherlands BIT; Estonia-United States BIT,Settled,440000000,USD,Case was settled and proceeding discontinued,USD,Gabrielle KAUFMANN-KOHLER,YES,Karl-Heinz BÖCKSTIEGEL,YES,Emmanuel GAILLARD,YES,unknownValue,http://www.italaw.com/cases/901
UNC227,"Azpetrol International Holdings B.V., Azpetrol Group B.V. and Azpetrol Oil Services Group B.V. v. Azerbaijan (ICSID Case No. ARB/06/15)",2006,2009,Azerbaijan,Netherlands,"Azpetrol International Holdings B.V., Azpetrol Group B.V. and Azpetrol Oil Services Group B.V.","Oil and gas distribution, trade, storage and transportation enterprise",ICSID,Energy Charter Treaty,In favour of the State,300000000,USD,NA,NA,Florentino P. FELICIANO,YES,Charles N. BROWER,YES,Christopher GREENWOOD,YES,"Oil and gas distribution, trade, storage and transportation enterprises",http://www.italaw.com/cases/116
UNC224,Phoenix Action Ltd v. Czech Republic (ICSID Case No. ARB/06/5),2006,2009,Czech Republic,Israel,Phoenix Action Ltd,Metal industry project,ICSID,Czech Republic-Israel BIT,In favour of the State,120000000,unknownValue,NA,NA,Brigitte STERN,YES,Andreas BUCHER,YES,Juan FERNÁNDEZ-ARMESTO,YES,"The much-beleagured Czech Republic—which faces a large number of treaty-based arbitrations—enjoyed a rare victory when an ICSID tribunal threw out a claim brought by an Israeli firm. The ICSID arbitrators held that the owner of Phoenix Action had rejigged the ownership structure of two Czech companies so that they might be protected by the Israel–Czech Republic BIT. However, this restructuring came amidst various disputes with Czech authorities, leading arbitrators to conclude that the changes were not made “for the purpose of engaging in economic activity, but for the sole purpose of bringing international litigation against the Czech Republic.”",unknownValue
UNC225,Vivendi v. Poland,2006,2011,Poland,France,Vivendi,mobile telephone company,UNCITRAL,France-Poland BIT,Settled,350000000,unknownValue,DU,DU,Klaus Sachs,unknownValue,Ibrahim Fadlallah,unknownValue,Merrick Furtek,unknownValue,"This Argentine water utility case predates the peso crisis. Vivendi netted a $105 million (USA) award in 2007 when arbitrators found that provincial authorities failed to live up to various contractual obligations and publicly demonized the foreign water concessionaires. Argentina is now challenging the award. While that process plays out, the review panel has refused to stay enforcement of the award, citing concerns that Argentina will not honor any final award in a prompt manner.",unknownValue
