ID,Case Title,Case Number,InvestmentType,Date Registered,Arbitrator1,Arbitrator1President,President Nationality,Arbitrator2,Arbitrator2Claimant,Arbitrators 1 Nationality,Arbitrator3,Arbitrator3Respondent,Arbitrator 2 Nationality,Claimant Representative,Respondent Representative,Outcome Of Proceeding,ResolutionYear
UNC269,Ron Fuchs v. Georgia,ARB/07/15,Oil and gas distribution enterprise,2007-07-16,L. Yves FORTIER,YES,Canadian,Francisco ORREGO VICUÑA,YES,Chilean,Vaughan LOWE,YES,British,"Dewey LeBoeuf, London, U.K. and Washington, D.C., U.S.A.","Language(s) of Proceeding;English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on March 3, 2010.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Respondent(s);Respondent(s) on Annulment;Date Registered;July 16, 2010 (Respondent(s));Date of Constitution of ad hoc Committee;August 11, 2010;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Dominique HASCHER (French);Members;Cecil W.M. ABRAHAM (Malaysian) Karl-Heinz BÖCKSTIEGEL (German);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Dewey LeBoeuf, London, U.K. and Washington, D.C., U.S.A.","Award rendered on March 3, 2010.",2010
UNC204,Ioannis Kardassopoulos v. Georgia,ARB/05/18,Oil and gas distribution enterprise,2005-10-03,L. Yves FORTIER,YES,Canadian,Francisco ORREGO VICUÑA,YES,Chilean,Vaughan LOWE,YES,British,"Dewey LeBoeuf, London, U.K. and Washington, D.C., U.S.A.","Language(s) of Proceeding;English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on March 3, 2010.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Respondent(s);Respondent(s) on Annulment;Date Registered;July 16, 2010 (Respondent(s));Date of Constitution of ad hoc Committee;August 11, 2010;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Dominique HASCHER (French);Members;Cecil W.M. ABRAHAM (Malaysian) Karl-Heinz BÖCKSTIEGEL (German);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Dewey LeBoeuf, London, U.K. and Washington, D.C., U.S.A.","Award rendered on March 3, 2010.",2010
UNC584,Zelena N.V. and Energo-Zelena d.o.o Inđija v. Republic of Serbia,ARB/14/27,Waste management services,2014-11-07,Bruno SIMMA,YES,"German, Austrian",Karl-Heinz BÖCKSTIEGEL,YES,German,Vaughan LOWE,YES,British,"Schönherr Rechtsanwälte GmbH, Vienna, Austria Moravčevic Vojnović i Partneri OAD, Belgrade, Serbia","Office of the State Attorney, Belgrade, Serbia",,
UNC415,Vigotop Limited v. Hungary,ARB/11/22,Resort development,2011-08-04,Klaus SACHS,YES,German,Doak BISHOP,YES,U.S.,Veijo HEISKANEN,YES,Finnish,"Volterra Fietta, London, U.K. Dr. Daisy Kiss & Partner Law Office, Budapest, Hungary Lakatos, Köves and Partners Ügyvdi Iroda, Budapest, Hungary","White & Case, New York, NY, U.S.A. White & Case, Paris, France R&eacuteczicza White & Case, Budapest, Hungary","Award rendered on October 1, 2014.",2014
UNC335,"H&H Enterprises Investments, Inc. v. Arab Republic of Egypt",ARB/09/15,Resort management and operation,2009-08-11,Bernardo M. CREMADES,YES,Spanish,Hamid G. GHARAVI,YES,"Iranian, French",Veijo HEISKANEN,YES,Finnish,"Esquire International Legal Advisors, San Diego, CA, U.S.A.","Language(s) of Proceeding;English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on May 6, 2014.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s) on Annulment;Date Registered;September 17, 2014 (Claimant(s));Date of Constitution of ad hoc Committee;October 23, 2014;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Stanimir A. ALEXANDROV (Bulgarian);Members;Cecil W.M. ABRAHAM (Malaysian) Teresa CHENG (Chinese);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Esquire International Legal Advisors, San Diego, CA, U.S.A.","Award rendered on May 6, 2014.",2014
UNC307,"ATA Construction, Industrial and Trading Company v. Hashemite Kingdom of Jordan",ARB/08/2,Waterway construction project,2008-02-28,L. Yves FORTIER,YES,Canadian,Ahmed Sadek EL-KOSHERI,YES,Egyptian,W. Michael REISMAN,YES,U.S.,"Latham & Watkins, London, U.K. Nurhan Motugan, Istanbul, Turkey","Covington & Burling, Washington, D.C., U.S.A. Rabie Hamzeh, Amman, Jordan","Award rendered on May 18, 2010.",2010
UNC234,Spyridon Roussalis v. Romania,ARB/06/1,Food trading company,2006-01-10,Bernard HANOTIAU,YES,Belgian,Andrea GIARDINA,YES,Italian,W. Michael REISMAN,YES,U.S.,"Doru Costea Law Office, Bucharest, Romania Global Arbitration Litigation Services Ltd., London, U.K.","Winston & Strawn, Washington, D.C., U.S.A. CMS Cameron McKenna SCA, Washington, D.C., U.S.A.","The Tribunal renders its award on December 7, 2011, attached to the award is a separate opinion by arbitrator W. Michael Reisman.",2011
UNC125,Fraport AG Frankfurt Airport Services Worldwide v. Republic of the Philippines,ARB/03/25,Construction of an airport terminal,2003-10-09,L. Yves FORTIER,YES,Canadian,Bernardo M. CREMADES,YES,Spanish,W. Michael REISMAN,YES,U.S.,"Milbank, Tweed, Hadley & McCloy, Washington, D.C., U.S.A. Shulman, Rogers, Gandal, Pordy & Ecker, Potomac, MD, U.S.A. K&L Gates, Paris, France","Language(s) of Proceeding;English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on August 16, 2007, attached to the award is a Dissenting Opinion by one of the arbitrators.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s) on Annulment;Date Registered;January 8, 2008 (Claimant(s));Date of Constitution of ad hoc Committee;April 14, 2008;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Peter TOMKA (Slovak);Members;Dominique HASCHER (French) Campbell Alan McLACHLAN (New Zealand);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Milbank, Tweed, Hadley & McCloy, Washington, D.C., U.S.A. Shulman, Rogers, Gandal, Pordy & Ecker, Potomac, MD, U.S.A. K&L Gates, Paris, France","Award rendered on August 16, 2007, attached to the award is a Dissenting Opinion by one of the arbitrators.",2007
UNC211,"Empresa Eléctrica del Ecuador, Inc. (EMELEC) v. Republic of Ecuador",ARB/05/9,Electricity enterprise,2005-05-26,Bernardo SEPÚLVEDA AMOR,YES,Mexican,John H. ROONEY,YES,U.S.,W. Michael REISMAN,YES,U.S.,"Provost Umphrey, Beaumont, TX, U.S.A. Henry Sain Dahl, Charlottesville, VA, U.S.A.","Procurador General del Estado, Quito, Ecuador Cabezas y Wray Abogados, Quito, Ecuador Latham & Watkins, London, U.K.","Award rendered on June 2, 2009.",2009
UNC166,Sociedad Anónima Eduardo Vieira v. Republic of Chile,ARB/04/7,Fisheries company,2004-02-27,Claus VON WOBESER,YES,Mexican,Susana B. CZAR DE ZALDUENDO,YES,Argentine,W. Michael REISMAN,YES,U.S.,"Estudio Vinuesa & Asociados, Buenos Aires, Argentina","Language(s) of Proceeding;Spanish;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on August 21, 2007, attached to the award is a Dissenting Opinion by one of the arbitrators.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s) on Annulment;Date Registered;January 24, 2008 (Claimant(s));Date of Constitution of ad hoc Committee;May 1, 2008;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Christer SÖDERLUND (Swedish);Members;Piero BERNARDINI (Italian) Eduardo SILVA ROMERO (Colombian, French);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Estudio Vinuesa & Asociados, Buenos Aires, Argentina","Award rendered on August 21, 2007, attached to the award is a Dissenting Opinion by one of the arbitrators.",2007
UNC135,Joy Mining Machinery Limited v. Arab Republic of Egypt,ARB/03/11,Phosphate mining project,2003-06-02,Francisco ORREGO VICUÑA,YES,Chilean,C.G. WEERAMANTRY,YES,Sri Lanka,William Laurence CRAIG,YES,U.S.,,,"Award rendered on August 6, 2004.",2004
UNC258,Shell Nigeria Ultra Deep Limited v. Federal Republic of Nigeria,ARB/07/18,Hydrocarbon concession,2007-07-26,Juan FERNÁNDEZ-ARMESTO,YES,Spanish,Hamid G. GHARAVI,YES,"Iranian, French",William W. PARK,YES,"Swiss, U.S.","Clifford Chance, Amsterdam, Netherlands","Alegeh & Co, Abuja, Nigeria","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) on August 1, 2011.",2011
UNC405,Mamidoil Jetoil Greek Petroleum Products Societe Anonyme S.A. v. Republic of Albania,ARB/11/24,Oil storage and distribution project,2011-09-12,Rolf KNIEPER,YES,German,Steven A. HAMMOND,YES,U.S.,Yas BANIFATEMI,YES,"Iranian, French","Freshfields Bruckhaus Deringer, Paris, France","Language(s) of Proceeding;English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on March 30, 2015, attached to the award is a dissenting opinion by arbitrator Steven A. Hammond.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s) on Annulment;Date Registered;August 3, 2015 (Claimant(s));Date of Constitution of ad hoc Committee;August 19, 2015;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Donald M. McRAE (Canadian, New Zealand);Members;Doug JONES (Australian, Irish) August REINISCH (Austrian);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Freshfields Bruckhaus Deringer, Paris, France","Award rendered on March 30, 2015, attached to the award is a dissenting opinion by arbitrator Steven A. Hammond.",2015
,Russell Resources International Limited and others v. Democratic Republic of the Congo,ARB/04/11,Mining concession,2004-04-06,Horacio A. GRIGERA NAÓN,YES,Argentine,Franklin BERMAN,YES,British,Yawovi AGBOYIBO,YES,Togolese,"Managing Director, Russell Resources International Limited, Belgrade, Serbia","Minister of Justice, Kinshasa, Democratic Republic of Congo Cabinet Tshibangu & Associés, Kinshasa, Democratic Republic of Congo","The Tribunal issues an order for the discontinuance of the proceeding on February 10, 2009, for lack of payment of the required advances, pursuant to ICSID Administrative and Financial Regulation 14(3)(d).",2009
UNC191,EDF (Services) Limited v. Romania,ARB/05/13,Duty free services,2005-07-29,Piero BERNARDINI,YES,Italian,Arthur W. ROVINE,YES,U.S.,Yves DERAINS,YES,French,"Wolf Theiss, Vienna, Austria","White & Case, Washington, D.C., U.S.A. Tuca Zbârcea & Asociatii, Bucharest, Romania","Award rendered on October 8, 2009, attached to the Award is a Dissenting Opinion by one of the arbitrators.",2009
UNC518,"Valores Mundiales, S.L. and Consorcio Andino S.L. v. Bolivarian Republic of Venezuela",ARB/13/11,Food products enterprise,2013-06-06,Eduardo ZULETA,YES,Colombian,Horacio A. GRIGERA NAÓN,YES,Argentine,Yves DERAINS,YES,French,"Covington & Burling, Washington, D.C., U.S.A. Gruma S.A.B. de C.V., Mexico City, Mexico Zobrist Law Group, Charlottesville, VA, U.S.A.","Procuraduria General de la República, Caracas, Venezuela Foley Hoag, Washington, D.C., U.S.A.",,
UNC409,Indorama International Finance Limited v. Arab Republic of Egypt,ARB/11/32,Textile enterprise,2011-12-02,Donald M. McRAE,YES,"Canadian, New Zealand",Christoph H. SCHREUER,YES,Austrian,Zachary DOUGLAS,YES,Australian,"Latham & Watkins, London, U.K. and Hamburg, Germany","The Egyptian State Lawsuits Authority, Cairo, Egypt Bredin Prat, Paris, France","The Tribunal issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) on July 2, 2015)",2015
UNC459,"Mercer International, Inc. v. Canada",ARB(AF)/12/3,Pulp mill and electric power generation plant,2012-05-16,V.V. VEEDER,YES,British,Francisco ORREGO VICUÑA,YES,Chilean,Zachary DOUGLAS,YES,Australian,"Arnold & Porter, Washington D.C., U.S.A.	 Sangra Moller, Vancouver, Canada","Trade Law Bureau, Department of Foreign Affairs and International Trade of Canada, Ottawa, Canada",,
UNC575,Beijing Urban Construction Group Co. Ltd. v. Republic of Yemen,ARB/14/30,Construction of an airport terminal,2014-12-03,Ian BINNIE,YES,Canadian,John M. TOWNSEND,YES,U.S.,Zachary DOUGLAS,YES,Australian,"Freshfields Bruckhaus Deringer, Dubai, United Arab Emirates","Clyde & Co, London, U.K.",,
UNC460,Veolia Propreté v. Arab Republic of Egypt,ARB/12/15,Waste management services,2012-06-25,Abdulqawi Ahmed YUSUF,YES,Somali,Klaus SACHS,YES,German,Zachary DOUGLAS,YES,Australian,"King & Spalding, Paris, France","Egyptian State Lawsuits Authority (ESLA), Cairo, Egypt Anna Joubin-Bret, Paris, France Mayer Brown Rowe & Maw, Paris, France",,
UNC472,"Fábrica de Vidrios Los Andes, C.A. and Owens-Illinois de Venezuela, C.A. v. Bolivarian Republic of Venezuela",ARB/12/21,Glass production enterprise,2012-08-10,Hi-Taek SHIN,YES,Korean,L. Yves FORTIER,YES,Canadian,Zachary DOUGLAS,YES,Australian,"Volterra Fietta, London, U.K. Escritorio Muci-Abraham & Asociados, Caracas, Venezuela Lucas Bastin, London, U.K.","Procuradur&iacutea General de la Rep&uacuteblica, Caracas, Venezuela Guglielmino & Asociados, Buenos Aires, Argentina",,
UNC461,Accession Mezzanine Capital L.P. and Danubius Keresked&oumlh&aacutez Vagyonkezelö Zrt. v. Hungary,ARB/12/3,Radio broadcasting enterprises,2012-01-18,Arthur W. ROVINE,YES,U.S.,Marc LALONDE,YES,Canadian,Zachary DOUGLAS,YES,Australian,"Covington & Burling, Washington, D.C., U.S.A. Bán, S. Szabó & Partners, Budapest, Hungary","Arnold & Porter, Washington, D.C., U.S.A. and London, U.K. Kende, Molnár-Bíró, Katona, Budapest, Hungary","Award rendered by the Tribunal on April 17, 2015.",2015
,Orange SA v. Hashemite Kingdom of Jordan,ARB/15/10,Telecommunications enterprise,2015-03-13,V.V. VEEDER,YES,British,Pierre-Yves TSCHANZ,YES,"Swiss, Irish",Zachary DOUGLAS,YES,Australian,"Lazareff Le Bars, Paris, France","Aljazy & Co., Amman, Jordan Bredin Prat, Paris, France",,
,SEDITEX Engineering Beratungsgesellschaft für dieTextilindustrie m.b.H. v. Madagascar,CONC/94/1,Textile enterprise,1994-06-13,André J.E. FAURÈS,YES,Belgian,,,,,,,"Stibbe, Simont, Monahan, Duhot, Paris, France","Curtis, Mallet-Prevost, Colt and Mosle, Washington, D.C., U.S.A. Directeur Général du Trésor, Ministère des Finances et du Budget, Direction Générale du Trésor, Antananarivo, République de Madagascar","Report of the Commission issued on July 19, 1996.",1996
,CDC Group plc v. Republic of Seychelles,ARB/02/14,Debt instruments,2002-11-07,Anthony MASON,YES,Australian,,,,,,,"Allen & Overy, London, U.K.","Language(s) of Proceeding;English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on December 17, 2003.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Respondent(s);Respondent(s) on Annulment;Date Registered;April 30, 2004 (Respondent(s));Date of Constitution of ad hoc Committee;May 28, 2004;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Charles N. BROWER (U.S.);Members;Michael HWANG (Singaporean) David A.R. WILLIAMS (New Zealand);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Allen & Overy, London, U.K.","Award rendered on December 17, 2003.",2003
,Togo Electricité v. Republic of Togo,CONC/05/1,Electricity concession,2005-05-20,António M. R. SAMPAIO CARAMELO,YES,Portuguese,,,,,,,"Cabinet Jeantet Associés, Paris, France","Eric E. Sossah, Paris, France","Report of the Commission issued on April 6, 2006.",2006
UNC065,Booker plc v. Co-operative Republic of Guyana,ARB/01/9,Debt instruments,2001-09-18,Brigitte STERN,YES,French,,,,,,,"Linklaters, London, U.K.","Fenton Ramsahoye, Marabella, Trinidad","The Sole Arbitrator issues an order taking note of the discontinuance of the proceeding on October 11, 2003 pursuant to Arbitration Rule 43(1).",2003
,Republic of Equatorial Guinea v. CMS Energy Corporation and others,CONC(AF)/12/2,Oil and gas enterprise,2012-06-29,Claus VON WOBESER,YES,Mexican,,,,,,,"Greenberg Traurig, Washington, D.C., U.S.A.","Freshfields Bruckhaus Deringer, New York, NY, U.S.A., Hong Kong, Singapore and Barcelona, Spain","Report rendered by the Sole Conciliator on May 12, 2015.",2015
,Astaldi S.p.A. v. Republic of Honduras,ARB/07/32,Highway rehabilitation contract,2007-12-19,Eduardo SANCHO GONZÁLEZ,YES,Costa Rican,,,,,,,,,"Award rendered on September 17, 2010.",2010
,Shareholders of SESAM v. Central African Republic,CONC/07/1,Log production and processing enterprise,2007-08-13,Emmanuel GAILLARD,YES,French,,,,,,,"Weil, Gotshal & Manges, Paris, France","Addy K. Gotilogue, Bangui, Central African Republic","Report of the Commission issued on August 13, 2008.",2008
,"Elsamex, S.A. v. Republic of Honduras",ARB/09/4,Highway construction project,2009-04-15,Enrique GÓMEZ-PINZÓN,YES,Colombian,,,,,,,"B. Cremades y Asociados, Madrid, Spain","Procuradora General de la Rep&uacuteblica, Tegucigalpa, Honduras Dorsey & Whitney, Irvine, CA, U.S.A.","Award rendered on November 16, 2012.",2012
,Misima Mines Pty. Ltd. v. Independent State of Papua New Guinea,ARB/96/2,Mining concession agreement,1996-04-29,Gavan GRIFFITH,YES,Australian,,,,,,,"Blake Dawson Waldron, Sydney, Australia","Young & Williams, Port Moresby, Papua New Guinea","The Tribunal issues an order taking note of the discontinuance of the proceeding on May 14, 2001 pursuant to Arbitration Rule 44.",2001
UNC037,Philippe Gruslin v. Malaysia,ARB/99/3,Company shareholding,1999-05-12,Gavan GRIFFITH,YES,Australian,,,,,,,"Philippe Gruslin, Brussels, Belgium","Attorney-General's Chambers, Head of Advisory and International Division, Kuala Lumpur, Malaysia Elihu Lauterpacht, Cambridge, U.K. Freshfields Bruckhaus Deringer, London, U.K., and Paris, France","The Tribunal renders its award declining jurisdiction on November 28, 2000.",2000
UNC268,Pantechniki S.A. Contractors & Engineers v. Republic of Albania,ARB/07/21,Construction contracts,2007-08-13,Jan PAULSSON,YES,French,,,,,,,"GVM Law, Athens, Greece","State Attorney, Tirana, Albania Derains Gharavi & Lazareff, Paris, France","Award rendered on July 30, 2009.",2009
,RSM Production Corporation v. Republic of Cameroon,CONC/11/1,Hydrocarbons exploration and exploitation concession agreement,2011-09-19,Marino BALDI,YES,Swiss,,,,,,,"Mishcon de Reya, London, U.K.","Soci&eacuteté Nationale des Hydrocarbures, Yaoundé, Cameroon Gill Dingome, Paris, France","Report rendered on June 11, 2013.",2013
